Timestamp,Event,Details,Capital
2025-05-02T13:08:55.393Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-05-02T13:08:55.393Z,Signal,"CVD check, prevVolume=49.59, currVolume=17.24",10000.00
2025-05-02T13:08:55.393Z,Signal,"Nessun CVD, prevVolume=49.59, currVolume=17.24",10000.00
2025-05-02T13:08:55.393Z,FVG,"Check: ATR=44.65, fvgSensitivity=0.20, Threshold=8.93",10000.00
2025-05-02T13:08:55.393Z,FVG,"Bullish confermato, top=96427.50, bottom=96400.20, size=27.30",10000.00
2025-05-02T13:08:55.393Z,FVG,"Bullish confermato, top=96427.50, bottom=96400.20, size=27.30",10000.00
2025-05-02T13:08:55.393Z,Error,"Entrata saltata: slDistance non valido (0)",10000.00
2025-05-02T13:08:55.394Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-05-02T13:08:55.394Z,Signal,"CVD check, prevVolume=17.24, currVolume=-6.56",10000.00
2025-05-02T13:08:55.394Z,Signal,"Bearish CVD su TF 3m, lastVolume=-6.56",10000.00
2025-05-02T13:08:55.394Z,FVG,"Check: ATR=36.44, fvgSensitivity=0.20, Threshold=7.29",10000.00
2025-05-02T13:08:55.394Z,FVG,"Non rilevato, condizioni non soddisfatte",10000.00
2025-05-02T13:08:55.395Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-05-02T13:08:55.395Z,Signal,"CVD check, prevVolume=-6.56, currVolume=3.79",10000.00
2025-05-02T13:08:55.395Z,Signal,"Bullish CVD su TF 3m, lastVolume=3.79",10000.00
2025-05-02T13:08:55.395Z,FVG,"Check: ATR=37.10, fvgSensitivity=0.20, Threshold=7.42",10000.00
2025-05-02T13:08:55.395Z,FVG,"Bullish confermato, top=96449.90, bottom=96442.00, size=7.90",10000.00
2025-05-02T13:08:55.395Z,FVG,"Bullish confermato, top=96449.90, bottom=96442.00, size=7.90",10000.00
2025-05-02T13:08:55.396Z,Error,"Entrata saltata: slDistance non valido (0)",10000.00
2025-05-02T13:08:55.396Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-05-02T13:08:55.396Z,Signal,"CVD check, prevVolume=3.79, currVolume=12.48",10000.00
2025-05-02T13:08:55.396Z,Signal,"Nessun CVD, prevVolume=3.79, currVolume=12.48",10000.00
2025-05-02T13:08:55.396Z,FVG,"Check: ATR=37.43, fvgSensitivity=0.20, Threshold=7.49",10000.00
2025-05-02T13:08:55.396Z,FVG,"Bullish confermato, top=96486.70, bottom=96450.00, size=36.70",10000.00
2025-05-02T13:08:55.396Z,FVG,"Bullish confermato, top=96486.70, bottom=96450.00, size=36.70",10000.00
2025-05-02T13:08:55.397Z,Error,"Entrata saltata: slDistance non valido (0)",10000.00
2025-05-02T13:08:55.397Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-05-02T13:08:55.397Z,Signal,"CVD check, prevVolume=12.48, currVolume=-3.58",10000.00
2025-05-02T13:08:55.397Z,Signal,"Bearish CVD su TF 3m, lastVolume=-3.58",10000.00
2025-05-02T13:08:55.397Z,FVG,"Check: ATR=34.51, fvgSensitivity=0.20, Threshold=6.90",10000.00
2025-05-02T13:08:55.398Z,FVG,"Bullish confermato, top=96506.90, bottom=96486.80, size=20.10",10000.00
2025-05-02T13:08:55.398Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-05-02T13:08:55.398Z,Signal,"CVD check, prevVolume=-3.58, currVolume=26.66",10000.00
2025-05-02T13:08:55.398Z,Signal,"Bullish CVD su TF 3m, lastVolume=26.66",10000.00
2025-05-02T13:08:55.398Z,FVG,"Check: ATR=32.64, fvgSensitivity=0.20, Threshold=6.53",10000.00
2025-05-02T13:08:55.398Z,FVG,"Non rilevato, condizioni non soddisfatte",10000.00
2025-05-02T13:08:55.399Z,SaveCandles,"Salvate 1 candele in /home/gedi/Desktop/VSCode/Multi-Exchanges-CVD-BOT/strategy/candlesStrategy/candlesStrategy_3m.json",10000.00
2025-05-02T13:08:55.399Z,Signal,"CVD check, prevVolume=26.66, currVolume=-8.70",10000.00
2025-05-02T13:08:55.399Z,Signal,"Bearish CVD su TF 3m, lastVolume=-8.70",10000.00
2025-05-02T13:08:55.399Z,FVG,"Check: ATR=30.90, fvgSensitivity=0.20, Threshold=6.18",10000.00
2025-05-02T13:08:55.399Z,FVG,"Non rilevato, condizioni non soddisfatte",10000.00
